Top,PIPE,STATION,Tree1,Mask1,Tree2,Mask2,Status,Enable0,Enable1,Status Injection,Error Injection,Reviewed,Comments
HOST,,,,,,,,,,,,,
0-21,,,,,,,device_select.pcie_bar01_regs.pcie_intr.stat[21:0],device_select.pcie_bar01_regs.pcie_intr.en0,device_select.pcie_bar01_regs.pcie_intr.en1,device_select.pcie_bar01_regs.pcie_intr.inj,device_select.pcie_bar01_regs.sram_ecc,,
22-23,,,,,,,reserved,,,,,,
24-25,,,,,,,device_select.misc_all_regs.misc_regs.misc_intr.stat,device_select.misc_all_regs.misc_regs.misc_intr.en0,device_select.misc_all_regs.misc_regs.misc_intr.en1,device_select.misc_all_regs.misc_regs.misc_intr.inj,device_select.misc_all_regs.misc_regs.sram_ecc,,
26-27,,,,,,,device_select.misc_all_regs.gpio_regs.gpio_common_regs.eth_gpio_intr.stat,device_select.misc_all_regs.gpio_regs.gpio_common_regs.eth_gpio_intr.en0,device_select.misc_all_regs.gpio_regs.gpio_common_regs.eth_gpio_intr.en1,device_select.misc_all_regs.gpio_regs.gpio_common_regs.eth_gpio_intr.inj,,,
28-31,,,,,,,reserved,,,,,,
,,,,,,,,,,,,,
TBUS,,,,,,,,,,,,,
32:33,,TBC,,,,,device_select.tbc.tbc_tbus.intr_stat0,device_select.tbc.tbc_tbus.intr_en0_0,device_select.tbc.tbc_tbus.intr_en0_1,,,,
,,,,,,,device_select.tbc.tbc_tbus.intr_stat1,device_select.tbc.tbc_tbus.intr_en1_0,device_select.tbc.tbc_tbus.intr_en1_1,,,,
,,,,,,,device_select.tbc.tbc_tbus.intr_stat2,device_select.tbc.tbc_tbus.intr_en2_0,device_select.tbc.tbc_tbus.intr_en2_1,,device_select.tbc.tbc_tbus.intr_inj,,
34:63,,Reserved,,,,,,,,,,,
CBUS,,,,,,,,,,,,,
,,,,,,,pipes.pardereg.pgstnreg.epbprsr4reg[8].prsr[1].intr.stat,,pipes.pardereg.pgstnreg.epbprsr4reg[8].prsr[1].intr.en1,pipes.pardereg.pgstnreg.epbprsr4reg[8].prsr[1].intr.inj,pipes.pardereg.pgstnreg.epbprsr4reg[8].prsr[1].ecc,Yes,grg: 21bit
,,,,,,,pipes.pardereg.pgstnreg.epbprsr4reg[8].prsr[2].intr.stat,,pipes.pardereg.pgstnreg.epbprsr4reg[8].prsr[2].intr.en1,pipes.pardereg.pgstnreg.epbprsr4reg[8].prsr[2].intr.inj,pipes.pardereg.pgstnreg.epbprsr4reg[8].prsr[2].ecc,Yes,grg: 21bit
,,,,,,,pipes.pardereg.pgstnreg.epbprsr4reg[8].prsr[3].intr.stat,,pipes.pardereg.pgstnreg.epbprsr4reg[8].prsr[3].intr.en1,pipes.pardereg.pgstnreg.epbprsr4reg[8].prsr[3].intr.inj,pipes.pardereg.pgstnreg.epbprsr4reg[8].prsr[3].ecc,Yes,grg: 21bit
,,,,,,[9],pipes.pardereg.pgstnreg.pgrreg.pgr_common.intr_stat.intr_stat_0_4,,pipes.pardereg.pgstnreg.pgrreg.pgr_common.intr_en1.intr_en1_0_4,,pipes.pardereg.pgstnreg.pgrreg.pgr_common.intr_inj.intr_inj_0_4,Yes,lho:119bit
,,,,,,,pipes.pardereg.pgstnreg.pgrreg.pgr_common.intr_stat.intr_stat_1_4,,pipes.pardereg.pgstnreg.pgrreg.pgr_common.intr_en1.intr_en1_1_4,,pipes.pardereg.pgstnreg.pgrreg.pgr_common.intr_inj.intr_inj_1_4,Yes,lho
,,,,,,,pipes.pardereg.pgstnreg.pgrreg.pgr_common.intr_stat.intr_stat_2_4,,pipes.pardereg.pgstnreg.pgrreg.pgr_common.intr_en1.intr_en1_2_4,,pipes.pardereg.pgstnreg.pgrreg.pgr_common.intr_inj.intr_inj_2_4,Yes,lho
,,,,,,,pipes.pardereg.pgstnreg.pgrreg.pgr_common.intr_stat.intr_stat_3_4,,pipes.pardereg.pgstnreg.pgrreg.pgr_common.intr_en1.intr_en1_3_4,,pipes.pardereg.pgstnreg.pgrreg.pgr_common.intr_inj.intr_inj_3_4,Yes,lho
,,,,[4],pipes.pardereg.pgstnreg.pgluereg.csr_ring2intr.status1,[0],pipes.pardereg.pgstnreg.ebuf900reg[0].ebuf400reg[0].glb_group.intr_stat,,pipes.pardereg.pgstnreg.ebuf900reg[0].ebuf400reg[0].glb_group.intr_en1,,pipes.pardereg.pgstnreg.ebuf900reg[0].ebuf400reg[0].glb_group.ecc_inj,Yes,lho:22bit
,,,,,,,pipes.pardereg.pgstnreg.ebuf900reg[0].ebuf400reg[1].glb_group.intr_stat,,pipes.pardereg.pgstnreg.ebuf900reg[0].ebuf400reg[1].glb_group.intr_en1,,pipes.pardereg.pgstnreg.ebuf900reg[0].ebuf400reg[1].glb_group.ecc_inj,Yes,lho:22bit
,,,,,,,pipes.pardereg.pgstnreg.ebuf900reg[0].ebuf100reg.glb_group.intr_stat,,pipes.pardereg.pgstnreg.ebuf900reg[0].ebuf100reg.glb_group.intr_en1,,pipes.pardereg.pgstnreg.ebuf900reg[0].ebuf100reg.glb_group.ecc_inj,Yes,lho:14bit
,,,,,,[1] ,pipes.pardereg.pgstnreg.ebuf900reg[1].ebuf400reg[0].glb_group.intr_stat,,pipes.pardereg.pgstnreg.ebuf900reg[1].ebuf400reg[0].glb_group.intr_en1,,pipes.pardereg.pgstnreg.ebuf900reg[1].ebuf400reg[0].glb_group.ecc_inj,Yes,lho:22bit
,,,,,,,pipes.pardereg.pgstnreg.ebuf900reg[1].ebuf400reg[1].glb_group.intr_stat,,pipes.pardereg.pgstnreg.ebuf900reg[1].ebuf400reg[1].glb_group.intr_en1,,pipes.pardereg.pgstnreg.ebuf900reg[1].ebuf400reg[1].glb_group.ecc_inj,Yes,lho:22bit
,,,,,,,pipes.pardereg.pgstnreg.ebuf900reg[1].ebuf100reg.glb_group.intr_stat,,pipes.pardereg.pgstnreg.ebuf900reg[1].ebuf100reg.glb_group.intr_en1,,pipes.pardereg.pgstnreg.ebuf900reg[1].ebuf100reg.glb_group.ecc_inj,Yes,lho:14bit
,,,,,,[2] ,pipes.pardereg.pgstnreg.ebuf900reg[2].ebuf400reg[0].glb_group.intr_stat,,pipes.pardereg.pgstnreg.ebuf900reg[2].ebuf400reg[0].glb_group.intr_en1,,pipes.pardereg.pgstnreg.ebuf900reg[2].ebuf400reg[0].glb_group.ecc_inj,Yes,lho:22bit
,,,,,,,pipes.pardereg.pgstnreg.ebuf900reg[2].ebuf400reg[1].glb_group.intr_stat,,pipes.pardereg.pgstnreg.ebuf900reg[2].ebuf400reg[1].glb_group.intr_en1,,pipes.pardereg.pgstnreg.ebuf900reg[2].ebuf400reg[1].glb_group.ecc_inj,Yes,lho:22bit
,,,,,,,pipes.pardereg.pgstnreg.ebuf900reg[2].ebuf100reg.glb_group.intr_stat,,pipes.pardereg.pgstnreg.ebuf900reg[2].ebuf100reg.glb_group.intr_en1,,pipes.pardereg.pgstnreg.ebuf900reg[2].ebuf100reg.glb_group.ecc_inj,Yes,lho:14bit
,,,,,,[3] ,pipes.pardereg.pgstnreg.ebuf900reg[3].ebuf400reg[0].glb_group.intr_stat,,pipes.pardereg.pgstnreg.ebuf900reg[3].ebuf400reg[0].glb_group.intr_en1,,pipes.pardereg.pgstnreg.ebuf900reg[3].ebuf400reg[0].glb_group.ecc_inj,Yes,lho:22bit
,,,,,,,pipes.pardereg.pgstnreg.ebuf900reg[3].ebuf400reg[1].glb_group.intr_stat,,pipes.pardereg.pgstnreg.ebuf900reg[3].ebuf400reg[1].glb_group.intr_en1,,pipes.pardereg.pgstnreg.ebuf900reg[3].ebuf400reg[1].glb_group.ecc_inj,Yes,lho:22bit
,,,,,,,pipes.pardereg.pgstnreg.ebuf900reg[3].ebuf100reg.glb_group.intr_stat,,pipes.pardereg.pgstnreg.ebuf900reg[3].ebuf100reg.glb_group.intr_en1,,pipes.pardereg.pgstnreg.ebuf900reg[3].ebuf100reg.glb_group.ecc_inj,Yes,lho:14bit
,,,,,,[4],pipes.pardereg.pgstnreg.s2preg.reg_0.intr.stat,,pipes.pardereg.pgstnreg.s2preg.reg_0.intr.en1,pipes.pardereg.pgstnreg.s2preg.reg_0.intr.inj,pipes.pardereg.pgstnreg.s2preg.reg_0.ecc,Yes,grg:10bit
,,,,,,,pipes.pardereg.pgstnreg.s2preg.reg_1.intr_2.stat,,pipes.pardereg.pgstnreg.s2preg.reg_1.intr_2.en1,pipes.pardereg.pgstnreg.s2preg.reg_1.intr_2.inj,pipes.pardereg.pgstnreg.s2preg.reg_1.ecc_2,Yes,grg:28bit
,,,,,,[5],pipes.pardereg.pgstnreg.p2sreg.reg_0.intr.stat,,pipes.pardereg.pgstnreg.p2sreg.reg_0.intr.en1,pipes.pardereg.pgstnreg.p2sreg.reg_0.intr.inj,pipes.pardereg.pgstnreg.p2sreg.reg_0.ecc,Yes,grg:8bit
,,,,,,,pipes.pardereg.pgstnreg.p2sreg.reg_1.intr.stat,,pipes.pardereg.pgstnreg.p2sreg.reg_1.intr.en1,pipes.pardereg.pgstnreg.p2sreg.reg_1.intr.inj,pipes.pardereg.pgstnreg.p2sreg.reg_1.ecc,Yes,grg:7bit
298,,DPRSR,pipes.pardereg.dprsrreg.dprsrreg.dprsr_csr_ring.parde_intr.status0,[0],,,pipes.pardereg.dprsrreg.dprsrreg.dprsr_pbus.intr.stat,,pipes.pardereg.dprsrreg.dprsrreg.dprsr_pbus.intr.en1,pipes.pardereg.dprsrreg.dprsrreg.dprsr_pbus.intr.inj,pipes.pardereg.dprsrreg.dprsrreg.dprsr_pbus.ecc,Yes,joe
,,,,[1],Reserved,,,,,,,,
,,,,[2],pipes.pardereg.dprsrreg.dprsrreg.dprsr_csr_ring.csr_ring0intr.status0,[0],pipes.pardereg.dprsrreg.dprsrreg.inp.icr.intr.stat,pipes.pardereg.dprsrreg.dprsrreg.inp.icr.intr.en0,,pipes.pardereg.dprsrreg.dprsrreg.inp.icr.intr.inj,pipes.pardereg.dprsrreg.dprsrreg.inp.icr.tvt_ecc_ctrl,Yes,joe: Changed from pvt in JBAY to tvt in CB
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inp.i_clot_fifo_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inp.e_clot_fifo_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inp.mau_acctg_fifo_ecc_ctrl,Yes,joe
,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inp.icr.intr_b.stat,pipes.pardereg.dprsrreg.dprsrreg.inp.icr.intr_b.en0,,pipes.pardereg.dprsrreg.dprsrreg.inp.icr.intr_b.inj,pipes.pardereg.dprsrreg.dprsrreg.inp.i_meta_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inp.e_meta_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inp.i_volts_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inp.e_volts_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inp.i_fdinfo_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inp.e_fdinfo_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inp.i_cmd_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inp.e_cmd_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inp.phv32_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inp.phv16_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inp.phv8_ecc_ctrl,Yes,joe
,,,,,,[1],pipes.pardereg.dprsrreg.dprsrreg.inpslice[0].intr.stat,pipes.pardereg.dprsrreg.dprsrreg.inpslice[0].intr.en0,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[0].intr.inj,pipes.pardereg.dprsrreg.dprsrreg.inpslice[0].i_meta_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[0].e_meta_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[0].i_volts_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[0].e_volts_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[0].i_fdinfo_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[0].e_fdinfo_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[0].phv32_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[0].phv16_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[0].phv8_ecc_ctrl,Yes,joe
,,,,,,[2],pipes.pardereg.dprsrreg.dprsrreg.inpslice[1].intr.stat,pipes.pardereg.dprsrreg.dprsrreg.inpslice[1].intr.en0,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[1].intr.inj,pipes.pardereg.dprsrreg.dprsrreg.inpslice[1].i_meta_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[1].e_meta_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[1].i_volts_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[1].e_volts_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[1].i_fdinfo_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[1].e_fdinfo_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[1].phv32_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[1].phv16_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[1].phv8_ecc_ctrl,Yes,joe
,,,,,,[3],pipes.pardereg.dprsrreg.dprsrreg.inpslice[2].intr.stat,pipes.pardereg.dprsrreg.dprsrreg.inpslice[2].intr.en0,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[2].intr.inj,pipes.pardereg.dprsrreg.dprsrreg.inpslice[2].i_meta_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[2].e_meta_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[2].i_volts_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[2].e_volts_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[2].i_fdinfo_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[2].e_fdinfo_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[2].phv32_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[2].phv16_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[2].phv8_ecc_ctrl,Yes,joe
,,,,,,[4],pipes.pardereg.dprsrreg.dprsrreg.inpslice[3].intr.stat,pipes.pardereg.dprsrreg.dprsrreg.inpslice[3].intr.en0,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[3].intr.inj,pipes.pardereg.dprsrreg.dprsrreg.inpslice[3].i_meta_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[3].e_meta_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[3].i_volts_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[3].e_volts_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[3].i_fdinfo_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[3].e_fdinfo_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[3].phv32_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[3].phv16_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.inpslice[3].phv8_ecc_ctrl,Yes,joe
,,,,[3],pipes.pardereg.dprsrreg.dprsrreg.dprsr_csr_ring.csr_ring1intr.status0,[0],pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].hir.h.intr.stat,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].hir.h.intr.en0,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].hir.h.intr.inj,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].hir.h.mirrtbl_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].hir.h.ipkt_mac0_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].hir.h.ipkt_mac1_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].hir.h.ipkt_mac2_ecc_ctrl,Yes,joe
,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.intr_0.stat,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.intr_0.en0,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.intr_0.inj,,Yes,joe
,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.intr_1.stat,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.intr_1.en0,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.intr_1.inj,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.meta0_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.meta1_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.meta2_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.pkthdr0_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.pkthdr1_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.pkthdr2_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.mirrhdr0_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.mirrhdr1_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.mirrhdr2_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.pktdata0_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.pktdata1_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[0].out_ingr.pktdata2_ecc_ctrl,Yes,joe
,,,,,,[1],pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].hir.h.intr.stat,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].hir.h.intr.en0,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].hir.h.intr.inj,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].hir.h.mirrtbl_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].hir.h.ipkt_mac0_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].hir.h.ipkt_mac1_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].hir.h.ipkt_mac2_ecc_ctrl,Yes,joe
,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.intr_0.stat,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.intr_0.en0,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.intr_0.inj,,Yes,joe
,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.intr_1.stat,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.intr_1.en0,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.intr_1.inj,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.meta0_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.meta1_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.meta2_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.pkthdr0_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.pkthdr1_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.pkthdr2_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.mirrhdr0_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.mirrhdr1_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.mirrhdr2_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.pktdata0_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.pktdata1_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[1].out_ingr.pktdata2_ecc_ctrl,Yes,joe
,,,,,,[2],pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].hir.h.intr.stat,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].hir.h.intr.en0,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].hir.h.intr.inj,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].hir.h.mirrtbl_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].hir.h.ipkt_mac0_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].hir.h.ipkt_mac1_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].hir.h.ipkt_mac2_ecc_ctrl,Yes,joe
,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.intr_0.stat,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.intr_0.en0,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.intr_0.inj,,Yes,joe
,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.intr_1.stat,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.intr_1.en0,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.intr_1.inj,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.meta0_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.meta1_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.meta2_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.pkthdr0_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.pkthdr1_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.pkthdr2_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.mirrhdr0_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.mirrhdr1_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.mirrhdr2_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.pktdata0_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.pktdata1_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[2].out_ingr.pktdata2_ecc_ctrl,Yes,joe
,,,,,,[3],pipes.pardereg.dprsrreg.dprsrreg.ho_i[3].hir.h.intr.stat,pipes.pardereg.dprsrreg.dprsrreg.ho_i[3].hir.h.intr.en0,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[3].hir.h.intr.inj,pipes.pardereg.dprsrreg.dprsrreg.ho_i[3].hir.h.mirrtbl_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[3].hir.h.ipkt_mac0_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[3].hir.h.ipkt_mac1_ecc_ctrl,Yes,joe
,,,,,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[3].hir.h.ipkt_mac2_ecc_ctrl,Yes,joe
,,,,,,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[3].out_ingr.intr_0.stat,pipes.pardereg.dprsrreg.dprsrreg.ho_i[3].out_ingr.intr_0.en0,,pipes.pardereg.dprsrreg.dprsrreg.ho_i[3].out_ingr.intr_0.inj,,Yes,joe
